Start Time:  06-02-2026 17:07:02          Time Completed:  06-02-2026 17:58:20      Elapsed Time:  00:51:17
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\NE@260203b.txt
Plot File:     C:\IDEASVSM\LS_QC\NE@260203b.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\NE@260203b.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.0505273 	
 18000 	 0.0504298 	
 17000.1 	 0.0503235 	
 15999.8 	 0.0502413 	
 15000 	 0.0501335 	
 14000 	 0.0500133 	
 13000 	 0.0498656 	
 12000 	 0.0496889 	
 11000 	 0.049466 	
 9999.99 	 0.0492146 	
 8999.98 	 0.0489154 	
 8000 	 0.0485415 	
 7000.02 	 0.0481001 	
 6000.01 	 0.0475399 	
 5000 	 0.0468249 	
 4000.01 	 0.0457185 	
 2999.72 	 0.0441039 	
 2000 	 0.0413463 	
 999.993 	 0.0353424 	
 950.001 	 0.0348557 	
 899.995 	 0.0343042 	
 850.004 	 0.0337295 	
 799.997 	 0.0331124 	
 749.993 	 0.0324395 	
 699.998 	 0.0316924 	
 649.994 	 0.0308885 	
 599.997 	 0.030011 	
 550.005 	 0.029035 	
 499.98 	 0.0279706 	
 449.989 	 0.0267752 	
 399.999 	 0.0254312 	
 350.007 	 0.0239017 	
 300 	 0.0221764 	
 250 	 0.0201901 	
 199.999 	 0.0178558 	
 189.996 	 0.017296 	
 179.994 	 0.0167502 	
 170.002 	 0.016202 	
 159.996 	 0.0156279 	
 150.003 	 0.0150295 	
 139.995 	 0.0144087 	
 129.996 	 0.0137608 	
 119.997 	 0.0130844 	
 109.989 	 0.0123776 	
 99.9979 	 0.0116358 	
 90.3283 	 0.0108817 	
 79.9958 	 0.0100359 	
 69.9969 	 0.00916998 	
 59.9931 	 0.00824982 	
 50.0017 	 0.00726983 	
 40.0018 	 0.00621275 	
 30.0012 	 0.0050635 	
 19.9936 	 0.00378096 	
 18.0004 	 0.00349974 	
 15.9997 	 0.00320923 	
 13.9939 	 0.0029154 	
 12.014 	 0.00260773 	
 9.99717 	 0.00229482 	
 7.99821 	 0.00197196 	
 5.99951 	 0.00163189 	
 3.99928 	 0.00127941 	
 2.00028 	 0.000914533 	
 0.00185267 	 0.000525545 	
-1.99706 	 0.000127009 	
-4.00438 	-0.00024095 	
-6.00123 	-0.000622435 	
-8.00404 	-0.000964573 	
-9.99314 	-0.0012938 	
-11.9987 	-0.00161787 	
-13.9992 	-0.00192993 	
-16.0001 	-0.00223332 	
-18.0095 	-0.00252094 	
-20.0059 	-0.00280335 	
-30.0064 	-0.00408353 	
-40.0057 	-0.00528801 	
-50.0056 	-0.00636108 	
-60.0041 	-0.00741485 	
-69.9999 	-0.00834383 	
-80.0005 	-0.00923735 	
-90.0144 	-0.0100888 	
-100.007 	-0.0108997 	
-109.995 	-0.011673 	
-120.005 	-0.0124113 	
-130.001 	-0.0131206 	
-139.999 	-0.0138001 	
-150.014 	-0.0144526 	
-160.004 	-0.0150772 	
-169.996 	-0.0156818 	
-180 	-0.0162631 	
-190.004 	-0.016823 	
-200.001 	-0.0173648 	
-249.998 	-0.0197938 	
-300.007 	-0.0218651 	
-349.997 	-0.0236525 	
-400.004 	-0.0252268 	
-449.993 	-0.0266033 	
-500 	-0.0278302 	
-550.001 	-0.0289316 	
-600.004 	-0.0299309 	
-650.006 	-0.0308332 	
-699.995 	-0.0316587 	
-750 	-0.0324213 	
-800.008 	-0.033115 	
-849.999 	-0.0337558 	
-900.008 	-0.0343525 	
-950.006 	-0.0349079 	
-1000.02 	-0.0354221 	
-2000.01 	-0.0415134 	
-3000 	-0.0442543 	
-4000 	-0.0458519 	
-5000 	-0.0469478 	
-6000.02 	-0.0476624 	
-7000.01 	-0.0482021 	
-7999.99 	-0.0486793 	
-9000.01 	-0.0490537 	
-10000 	-0.0493451 	
-11000 	-0.0495228 	
-12000 	-0.0497294 	
-13000 	-0.0499053 	
-14000 	-0.0500614 	
