Start Time:  06-02-2026 15:01:23          Time Completed:  06-02-2026 15:51:11      Elapsed Time:  00:49:47
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\NFCitrico@260203b.txt
Plot File:     C:\IDEASVSM\LS_QC\NFCitrico@260203b.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\NFCitrico@260203b.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.00312972 	
 18000 	 0.00315338 	
 17000 	 0.00318096 	
 16000 	 0.00322154 	
 15000 	 0.00327982 	
 14000 	 0.00332187 	
 13000 	 0.00336651 	
 12000 	 0.00341215 	
 11000 	 0.00345026 	
 10000.2 	 0.00349154 	
 8999.76 	 0.00353579 	
 7999.24 	 0.00357958 	
 6999.9 	 0.00361032 	
 5999.98 	 0.00365313 	
 5000.01 	 0.00369129 	
 3999.99 	 0.00371914 	
 2999.71 	 0.00373752 	
 1999.98 	 0.00373212 	
 999.993 	 0.00364833 	
 950.006 	 0.00363695 	
 900.005 	 0.00362556 	
 849.998 	 0.0036137 	
 800.014 	 0.00359933 	
 749.988 	 0.00358284 	
 699.993 	 0.00356305 	
 649.992 	 0.00354068 	
 599.992 	 0.00351337 	
 550.008 	 0.00348228 	
 499.996 	 0.00344607 	
 449.997 	 0.00340218 	
 399.993 	 0.00334679 	
 349.998 	 0.00328144 	
 300.01 	 0.00320063 	
 249.997 	 0.0030983 	
 200.002 	 0.00296918 	
 189.995 	 0.00294111 	
 179.999 	 0.00291009 	
 169.994 	 0.00287747 	
 159.995 	 0.00284889 	
 150.001 	 0.00282104 	
 139.996 	 0.00278347 	
 129.995 	 0.00274255 	
 120.002 	 0.00269933 	
 109.999 	 0.00265483 	
 99.9986 	 0.00260673 	
 89.9933 	 0.00255591 	
 80.0019 	 0.00250124 	
 69.9998 	 0.00244308 	
 59.9932 	 0.00238165 	
 49.9925 	 0.00231459 	
 39.9931 	 0.00224253 	
 29.9937 	 0.00216526 	
 19.9997 	 0.00208044 	
 17.9959 	 0.00205959 	
 15.9967 	 0.00203983 	
 13.994 	 0.00201939 	
 11.998 	 0.00199729 	
 10.0036 	 0.00197401 	
 7.99721 	 0.00194833 	
 6.00401 	 0.00191776 	
 3.99506 	 0.00187618 	
 1.99899 	 0.00180502 	
 0.00281209 	 0.00164949 	
-1.99735 	 0.000875487 	
-4.00465 	 0.000401826 	
-5.99906 	 0.000270478 	
-7.99898 	 0.000217311 	
-10.004 	 0.000106557 	
-11.9966 	 0.0000463483 	
-14.0046 	-0.000515967 	
-16.0091 	-0.00053139 	
-18.0022 	-0.000555288 	
-20.0026 	-0.000606757 	
-30.004 	-0.00102165 	
-40.0037 	-0.00114237 	
-50.0059 	-0.00123166 	
-60.0074 	-0.00132797 	
-70.0122 	-0.00142967 	
-80.0138 	-0.00152911 	
-90.0015 	-0.0016307 	
-100.006 	-0.00171877 	
-109.997 	-0.00180659 	
-120.001 	-0.00189785 	
-130.008 	-0.00198584 	
-140 	-0.00207185 	
-149.994 	-0.00215063 	
-160.001 	-0.00222554 	
-170.014 	-0.00229561 	
-180.008 	-0.00236099 	
-189.994 	-0.00242024 	
-200.002 	-0.00247737 	
-250.01 	-0.00271789 	
-300.004 	-0.00289176 	
-350.003 	-0.00302744 	
-400.005 	-0.00313496 	
-450.005 	-0.00322228 	
-500.007 	-0.00329139 	
-549.997 	-0.00334971 	
-599.998 	-0.00339599 	
-650.001 	-0.00343418 	
-699.999 	-0.00346651 	
-750.003 	-0.00349403 	
-800.001 	-0.0035185 	
-850.008 	-0.00353788 	
-900.006 	-0.0035577 	
-950.001 	-0.00357197 	
-1000 	-0.00358509 	
-2000 	-0.00368792 	
-3000 	-0.0036948 	
-4000 	-0.00367723 	
-5000.01 	-0.00364941 	
-6000.01 	-0.00361912 	
-7000.02 	-0.00355824 	
-7999.99 	-0.00351168 	
-9000.01 	-0.00349488 	
-10000 	-0.00346093 	
-11000 	-0.00342612 	
-12000 	-0.00339453 	
-13000 	-0.0033574 	
-14000 	-0.00331855 	
-15000 	-0.00327779 	
-16000 	-0.00323162 	
-17000 	-0.00318405 	
-18000 	-0.00314886 	
-19000 	-0.00312151 	
-18000 	-0.0031609 	
-17000 	-0.00319976 	
-16000 	-0.00324322 	
-15000 	-0.00328567 	
-14000 	-0.00332012 	
-13000 	-0.00336311 	
-12000 	-0.0034076 	
-11000 	-0.00344638 	
-10000 	-0.0034891 	
-9000 	-0.00353119 	
-8000 	-0.00356797 	
-7000.01 	-0.00360052 	
-6000 	-0.00364129 	
-4999.97 	-0.00368016 	
-4000 	-0.00370771 	
-2999.93 	-0.00372493 	
-2000 	-0.00371911 	
-999.99 	-0.00363266 	
-950.002 	-0.0036234 	
-900.006 	-0.00361125 	
-849.997 	-0.0035976 	
-800.008 	-0.00358249 	
-749.998 	-0.00356505 	
-700.006 	-0.003545 	
-649.996 	-0.00352118 	
-600.004 	-0.00349464 	
-549.997 	-0.00346258 	
-499.99 	-0.00342453 	
-450 	-0.00337929 	
-399.991 	-0.00332431 	
-350.002 	-0.00325738 	
-299.989 	-0.00317565 	
-249.991 	-0.00307975 	
-199.995 	-0.00295558 	
-189.998 	-0.002928 	
-180.003 	-0.0028976 	
-170.001 	-0.00286484 	
-160 	-0.00283138 	
-150 	-0.0027962 	
-140.001 	-0.00275768 	
-130.002 	-0.00271859 	
-119.99 	-0.00267599 	
-109.994 	-0.00263221 	
-99.9936 	-0.0025846 	
-89.9974 	-0.00253424 	
-79.9951 	-0.0024817 	
-70.0039 	-0.00242096 	
-59.9999 	-0.00236377 	
-49.9997 	-0.00230003 	
-39.9961 	-0.00223088 	
-29.9957 	-0.002156 	
-19.9955 	-0.00207153 	
-18.0036 	-0.00205154 	
-15.9921 	-0.00203187 	
-14.0017 	-0.00201309 	
-11.993 	-0.00199168 	
-10.0017 	-0.00196827 	
-8.00357 	-0.00194419 	
-6.00282 	-0.00190998 	
-3.99293 	-0.00186787 	
-2.00921 	-0.00177472 	
-0.00611277 	-0.00163656 	
 2.00265 	-0.000961746 	
 3.99749 	-0.000138929 	
 5.99823 	-0.000120356 	
 8.00177 	-0.0000752295 	
 10.0001 	-0.000015024 	
 11.9949 	 0.000237016 	
 14.0026 	 0.00100086 	
 16.0044 	 0.00101692 	
 18.0059 	 0.0010386 	
 20.0071 	 0.00106823 	
 30.0037 	 0.00127982 	
 40.0027 	 0.00139654 	
 49.9949 	 0.00149089 	
 59.9957 	 0.00156035 	
 70.0044 	 0.00163473 	
 80.0059 	 0.00170782 	
 89.9952 	 0.00178312 	
 100.002 	 0.00185952 	
 109.995 	 0.00194311 	
 120 	 0.00202072 	
 130.003 	 0.00210085 	
 139.996 	 0.00217904 	
 150.006 	 0.00225543 	
 159.997 	 0.00232578 	
 170.001 	 0.00239285 	
 180.006 	 0.00245414 	
 189.998 	 0.0025116 	
 200.011 	 0.0025645 	
 250.012 	 0.00278992 	
 300.001 	 0.00294978 	
 350.008 	 0.00307664 	
 400.005 	 0.00318014 	
 449.995 	 0.00326385 	
 500.002 	 0.00333102 	
 550.002 	 0.00338383 	
 600 	 0.00343082 	
 650.008 	 0.00346927 	
 699.993 	 0.00350077 	
 750.011 	 0.00352495 	
 800.007 	 0.00354869 	
 850.005 	 0.00356825 	
 900.004 	 0.00358463 	
 949.999 	 0.00360013 	
 1000 	 0.0036131 	
 2000.01 	 0.0037162 	
 3000.02 	 0.00372289 	
 3999.99 	 0.00370789 	
 5000.01 	 0.00368528 	
 6000 	 0.00364519 	
 7000.01 	 0.00360993 	
 8000 	 0.00357233 	
 9000 	 0.00353547 	
 10000 	 0.00349596 	
 11000 	 0.00345175 	
 12000 	 0.00340695 	
 13000 	 0.00337052 	
 14000 	 0.00332757 	
 15000 	 0.00328586 	
 16000 	 0.0032472 	
 16999.9 	 0.00320929 	
 18000.2 	 0.00317498 	
 19000.2 	 0.00314714 	

	
	
