Start Time:  09-02-2026 12:48:31          Time Completed:  09-02-2026 13:40:43      Elapsed Time:  00:52:11
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\NFCitrico@conc260203.txt
Plot File:     C:\IDEASVSM\LS_QC\NFCitrico@conc260203.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\NFCitrico@conc260203.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.0588224 	
 18000 	 0.058695 	
 16999.6 	 0.058591 	
 15999.9 	 0.0584439 	
 15000 	 0.0582849 	
 14000 	 0.0581191 	
 12999.9 	 0.0579204 	
 12000 	 0.0577025 	
 11000 	 0.0574347 	
 9999.96 	 0.057126 	
 8999.99 	 0.0567538 	
 8000.05 	 0.0563073 	
 6999.98 	 0.055758 	
 6000.01 	 0.0550786 	
 4999.99 	 0.0541914 	
 3999.98 	 0.0528592 	
 2999.05 	 0.0509371 	
 1999.96 	 0.0477268 	
 999.99 	 0.0407795 	
 949.997 	 0.0401835 	
 899.996 	 0.0395476 	
 850.01 	 0.0388665 	
 800.004 	 0.0381365 	
 749.989 	 0.0373479 	
 699.992 	 0.0364877 	
 649.998 	 0.0355481 	
 599.99 	 0.034522 	
 550.004 	 0.033395 	
 500.003 	 0.0321554 	
 449.998 	 0.0307734 	
 399.997 	 0.0292282 	
 350 	 0.027488 	
 299.999 	 0.0255131 	
 249.998 	 0.0232109 	
 200.006 	 0.0205469 	
 190 	 0.0199504 	
 179.993 	 0.0193341 	
 169.997 	 0.0186953 	
 159.998 	 0.018035 	
 149.998 	 0.017349 	
 139.996 	 0.0166367 	
 130.004 	 0.0158946 	
 119.991 	 0.0151205 	
 109.997 	 0.0143142 	
 100.012 	 0.013469 	
 90.0054 	 0.012581 	
 79.9844 	 0.0116486 	
 69.997 	 0.010664 	
 59.988 	 0.00961727 	
 49.9859 	 0.00849967 	
 39.9953 	 0.00729868 	
 29.9936 	 0.00598617 	
 20.0043 	 0.00452205 	
 17.995 	 0.00419741 	
 15.9934 	 0.00386852 	
 13.9942 	 0.00352761 	
 12.0036 	 0.00318008 	
 9.99872 	 0.00281703 	
 8.00586 	 0.00243907 	
 5.9929 	 0.00204447 	
 3.99878 	 0.00163377 	
 1.99553 	 0.00119806 	
 0.00447325 	 0.000746869 	
-2.00722 	 0.000272024 	
-4.00616 	-0.000166926 	
-5.99502 	-0.000619937 	
-8.01025 	-0.00101697 	
-9.99465 	-0.00140554 	
-12.0042 	-0.00178053 	
-14.0092 	-0.00214629 	
-16.0034 	-0.00254946 	
-17.9978 	-0.00287495 	
-20.0082 	-0.0032288 	
-30.0019 	-0.00466532 	
-40.0118 	-0.00604012 	
-50.0029 	-0.00727249 	
-60.0064 	-0.00844186 	
-70.0028 	-0.0095398 	
-80.0001 	-0.0105826 	
-89.9999 	-0.011567 	
-100.005 	-0.0125044 	
-110.001 	-0.0133976 	
-120.006 	-0.0142448 	
-130.004 	-0.015058 	
-140.007 	-0.0158372 	
-149.994 	-0.0165893 	
-160.005 	-0.01731 	
-170.01 	-0.0180061 	
-180.002 	-0.0186741 	
-189.987 	-0.019317 	
-199.994 	-0.0199403 	
-249.997 	-0.0227566 	
-300.001 	-0.0251237 	
-350.005 	-0.0271798 	
-400 	-0.0290014 	
-450.001 	-0.0305859 	
-499.998 	-0.0319957 	
-550.005 	-0.0332655 	
-600.002 	-0.0344107 	
-650.006 	-0.0354487 	
-700.009 	-0.0363933 	
-750 	-0.0372595 	
-800.01 	-0.0380557 	
-849.995 	-0.0387913 	
-900.003 	-0.0394722 	
-949.995 	-0.0401031 	
-999.999 	-0.040695 	
-2000.01 	-0.047699 	
-3000.01 	-0.0509306 	
-4000.01 	-0.0528511 	
-4999.97 	-0.0541644 	
-6000.02 	-0.055014 	
-7000.01 	-0.0556829 	
-8000.02 	-0.056215 	
-9000 	-0.0566429 	
-10000 	-0.0569555 	
-11000 	-0.057219 	
-12000 	-0.057422 	
-13000 	-0.0575768 	
-14000 	-0.0577621 	
-15000 	-0.0579278 	
-16000 	-0.0580764 	
-17000 	-0.0582054 	
-18000 	-0.0583419 	
-19000 	-0.0585005 	
-18000 	-0.0584367 	
-17000 	-0.0583228 	
-16000 	-0.0581931 	
-15000 	-0.0580413 	
-14000 	-0.0578733 	
-13000 	-0.0576762 	
-12000 	-0.0574504 	
-11000 	-0.0571786 	
-10000 	-0.0568636 	
-9000 	-0.0564958 	
-7999.98 	-0.056042 	
-6999.97 	-0.0554895 	
-6000.01 	-0.0548021 	
-4999.98 	-0.0539561 	
-4000 	-0.0525984 	
-2999.61 	-0.05067 	
-2000 	-0.0474333 	
-1000.01 	-0.0405565 	
-949.995 	-0.0399624 	
-899.996 	-0.0393338 	
-850.001 	-0.0386804 	
-800.001 	-0.0379482 	
-750.004 	-0.0371948 	
-699.997 	-0.0364134 	
-649.998 	-0.0354989 	
-599.998 	-0.0344995 	
-549.992 	-0.0333889 	
-499.992 	-0.0321621 	
-449.995 	-0.0307967 	
-399.995 	-0.0292701 	
-350.038 	-0.0275194 	
-299.995 	-0.0255459 	
-250.001 	-0.0232721 	
-200.005 	-0.0206115 	
-189.988 	-0.020015 	
-179.993 	-0.0194006 	
-169.999 	-0.018767 	
-160 	-0.018108 	
-149.992 	-0.0174288 	
-139.993 	-0.0167191 	
-130.001 	-0.0159787 	
-120.002 	-0.0152078 	
-109.994 	-0.0144022 	
-99.9914 	-0.0135556 	
-90.0005 	-0.0126691 	
-79.9934 	-0.0117331 	
-69.9975 	-0.0107454 	
-60.002 	-0.00969504 	
-50.0054 	-0.00857508 	
-39.9893 	-0.00737148 	
-29.9977 	-0.00606334 	
-19.9972 	-0.00459787 	
-17.9981 	-0.00427769 	
-16.0009 	-0.00394804 	
-13.9996 	-0.00361132 	
-12.0004 	-0.00325838 	
-9.98995 	-0.0028956 	
-7.99851 	-0.0025223 	
-5.99814 	-0.00212126 	
-3.99779 	-0.00171221 	
-1.99972 	-0.00127872 	
 0.00664359 	-0.000766357 	
 1.99806 	-0.000302761 	
 4.00527 	 0.000148454 	
 6.00541 	 0.000607837 	
 8.00452 	 0.00101741 	
 10.0043 	 0.00141836 	
 11.9949 	 0.00180279 	
 14.0139 	 0.00217233 	
 15.9981 	 0.00253126 	
 18.0082 	 0.00287749 	
 20.0113 	 0.00321477 	
 29.9987 	 0.00471855 	
 40.0041 	 0.00613847 	
 49.9948 	 0.00738229 	
 59.9994 	 0.00855344 	
